ChunkContent,Subject,Predicate,Object,Confidence,Expert Answer,Short Justification,<- Fill the Answers in these columns
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",WILBRIDE S-753L,supplied by,NOF CORPORATION,0.95,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",METHYL GLUCETH-20,also known as,GLUCAM™ E-20,0.92,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",METHYL GLUCETH-20,supplied by,LUBRIZOL,0.9,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",SODIUM HYALURONATE,also known as,CRISTALHYAL LO,0.92,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",SODIUM HYALURONATE,supplied by,SOLIANCE (GIVAUDAN),0.9,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",CARBOMER,also known as,ACRYPOL® 980,0.92,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",CARBOMER,supplied by,COREL PHARMA CHEM,0.9,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",XANTHAN GUM,also known as,KELTROL® CG-T,0.92,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",XANTHAN GUM,supplied by,CP KELCO,0.9,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",CITRIC ACID,supplied by,CITRIQUE BELGE,0.9,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",SODIUM CITRATE,supplied by,CITRIQUE BELGE,0.9,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",TRISODIUM CITRATE DIHYDRATE,supplied by,CITRIQUE BELGE,0.9,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",VITREOSCILLA FERMENT,also known as,MEXORYL® SCW,0.92,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",VITREOSCILLA FERMENT,supplied by,NOVEAL,0.9,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",WATER,also known as,PREMIX VICHY,0.92,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",WATER,supplied by,VICHY,0.9,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",MINERAL SALTS,also known as,SEL DE VICHY,0.92,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",MINERAL SALTS,supplied by,COMPAGNIE DE VICHY,0.9,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",ALGIN,also known as,PROTANAL PH 6160,0.92,,,
"Main raw materials used, trade names and supplier thereof are listed in Table
1.
Table 1
RM code Trade Name
Supplier
HYDROXYACETOPHENONE SYMSAVE HO
SYMRISE
PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN
WILBRIDE S-753L NOF CORPORATION
METHYL GLUCETH-20 GLUCAM™ E-20 H U M ECTANT
LUBRIZOL
SODIUM HYALURONATE CRISTALHYAL LO
SOLIANCE (GIVAUDAN)
CARBOMER ACRYPOL® 980
COREL PHARMA CHEM
XANTHAN GUM KELTROL® CG-T
CP KELCO
CITRIC ACID
CITRIC ACID MONOHYDRATE GRANULAR
CITRIQUE BELGE
SODIUM CITRATE
TRISODIUM CITRATE DIHYDRATE FINE GRANULAR
CITRIQUE BELGE
VITREOSCI LLA FERMENT MEXORYL® scw
NOVEAL
WATER PREMIX VICHY
VICHY
MINERAL SALTS SEL DE VICHY
COMPAGNIE DE VICHY
ALGIN PROTANAL PH 6160
DUPONT
",ALGIN,supplied by,DUPONT,0.9,,,
"Noodle Prevention performance The noodle prevention performance was evaluated by one sensory expert through special gesture as below:
1) applying 0.3 ml sample on the face;
11
5
10
15
WO 2023/060387
2) bending the fingers;
PCT/CN2021/123045
3) gliding the knuckles over the subject’s skin using slight pressure. The levels for noodle prevention are as followed: Excellent: no or very little noodle was found Good: little noodle was found
OK: some noodles were found Not good: large amount of noodles were found ",Noodle Prevention Performance Evaluation,was evaluated by,Sensory Expert,0.95,,,
"Noodle Prevention performance The noodle prevention performance was evaluated by one sensory expert through special gesture as below:
1) applying 0.3 ml sample on the face;
11
5
10
15
WO 2023/060387
2) bending the fingers;
PCT/CN2021/123045
3) gliding the knuckles over the subject’s skin using slight pressure. The levels for noodle prevention are as followed: Excellent: no or very little noodle was found Good: little noodle was found
OK: some noodles were found Not good: large amount of noodles were found ",Sensory Expert,evaluated,Noodle Prevention Performance,0.92,,,
"Noodle Prevention performance The noodle prevention performance was evaluated by one sensory expert through special gesture as below:
1) applying 0.3 ml sample on the face;
11
5
10
15
WO 2023/060387
2) bending the fingers;
PCT/CN2021/123045
3) gliding the knuckles over the subject’s skin using slight pressure. The levels for noodle prevention are as followed: Excellent: no or very little noodle was found Good: little noodle was found
OK: some noodles were found Not good: large amount of noodles were found ",WO 2023/060387,includes,evaluation of Noodle Prevention Performance,0.88,,,
